Date	Item	Liters	pH	TDS	Hardness	Turbidity
06-10-2024	Wheat	2.78	6.67	341	194	0.32
06-10-2024	Bread	8.66	8.02	209	231	2.32
06-10-2024	Rice	3.05	6.92	337	253	2.49
07-10-2024	Coffee	7.72	8.14	456	173	0.2
07-10-2024	Oranges	9.76	8.24	312	101	3.92
07-10-2024	Tea	8.64	6.71	174	91	1.69
08-10-2024	Butter	7.38	6.95	392	273	1.76
09-10-2024	Tomatoes	7.96	7.35	430	55	1.58
10-10-2024	Bread	0.91	6.84	195	101	3.97
10-10-2024	Coffee	6.17	7.04	213	209	0.63
10-10-2024	Tea	8.92	6.72	467	218	0.52
11-10-2024	Tea	2.85	8.49	151	167	3.7
11-10-2024	Milk	2.34	8.41	377	77	4.83
12-10-2024	Beef	9.74	8.12	114	60	2.17
12-10-2024	Bread	5.37	7.79	452	120	4.64
12-10-2024	Bananas	6.55	6.68	420	182	1.45
13-10-2024	Bread	4.05	7.63	66	295	2.57
13-10-2024	Potatoes	4.74	8.49	259	252	1.39
14-10-2024	Coffee	2.49	7.4	335	57	1.94
14-10-2024	Rice	9.92	7.39	472	152	3.06
14-10-2024	Coffee	7.91	7.04	184	170	4.68
14-10-2024	Apples	4.77	7.35	251	245	2.14
14-10-2024	Cheese	3.32	7.03	75	235	4.81
15-10-2024	Apples	8.43	6.57	402	194	3.03
16-10-2024	Beef	1.93	6.63	52	129	3.54
16-10-2024	Fish	1.19	6.97	379	274	4.15
17-10-2024	Cheese	7.4	7.01	287	128	2.32
17-10-2024	Bananas	4.57	6.86	465	118	0.63
17-10-2024	Rice	2.84	7.67	496	291	1.18
17-10-2024	Cheese	2.02	8.26	133	156	0.68
17-10-2024	Apples	7.37	7.21	448	288	2.36
18-10-2024	Milk	7.28	6.79	425	100	2.22
18-10-2024	Wheat	9.62	7.58	459	99	0.13
18-10-2024	Tea	1.01	7.91	185	234	3.68
19-10-2024	Tomatoes	6.83	6.63	421	234	4.52
19-10-2024	Beef	3.97	8.35	452	91	0.25
19-10-2024	Cheese	0.97	7.21	430	201	3.4
20-10-2024	Chicken	0.64	7.77	207	260	3.99
20-10-2024	Coffee	7.42	7.33	477	200	3.03
20-10-2024	Potatoes	3.42	8.31	262	222	1.28
20-10-2024	Pork	9.94	7.37	380	257	3.44
20-10-2024	Tomatoes	7.88	6.71	441	250	1.48
20-10-2024	Apples	7.96	8.3	232	273	4.81
21-10-2024	Beef	4.84	6.74	315	167	1.65
21-10-2024	Cheese	0.71	8.44	194	118	0.71
22-10-2024	Pork	4.47	7.92	499	244	4.28
23-10-2024	Apples	9.15	8.33	84	72	2
23-10-2024	Rice	5.11	6.73	170	234	2.28
23-10-2024	Chicken	9.41	6.75	138	201	2.79
23-10-2024	Tea	5.25	6.72	359	264	1.72
24-10-2024	Rice	2.71	7.73	113	129	1.26
24-10-2024	Sugar	2.12	8.11	299	85	3.77
24-10-2024	Potatoes	8.84	7.83	293	152	2.58
24-10-2024	Coffee	2.45	8.28	340	65	0.15
25-10-2024	Pork	5.31	7.42	87	213	3.5
25-10-2024	Eggs	8.31	7.63	403	134	4.34
26-10-2024	Cheese	4.47	6.52	110	161	4.98
26-10-2024	Potatoes	5.95	7.13	391	231	0.42
26-10-2024	Fish	9.87	6.5	278	188	1.69
27-10-2024	Bread	2.27	7.01	287	277	0.22
28-10-2024	Fish	6.94	7.34	284	96	2.25
28-10-2024	Oranges	4.58	7.63	241	279	3.2
28-10-2024	Bananas	4.66	7.55	471	111	1.75
29-10-2024	Beef	7.07	6.85	467	82	0.61
29-10-2024	Yogurt	6.73	6.97	385	59	1
29-10-2024	Potatoes	6.23	8.37	121	80	3.25
29-10-2024	Sugar	4.29	7.93	240	275	1.1
29-10-2024	Coffee	1.96	7.45	65	135	4.69
29-10-2024	Tomatoes	6.66	7.1	360	136	4.25
30-10-2024	Tea	9.57	7.04	425	73	1.93
30-10-2024	Butter	6.37	7.31	73	57	4.27
30-10-2024	Beef	1.78	7.1	251	284	0.83
31-10-2024	Coffee	1.13	7.78	235	282	1.73
31-10-2024	Potatoes	1.14	7.28	148	252	3.87
31-10-2024	Coffee	9.44	6.59	237	211	0.2
01-11-2024	Rice	2.36	8.14	252	78	4.36
01-11-2024	Coffee	9.26	6.62	178	79	0.28
02-11-2024	Yogurt	4.07	6.82	500	174	0.5
02-11-2024	Eggs	6.13	7.45	333	191	3.66
02-11-2024	Chicken	7.45	6.73	130	80	4.35
03-11-2024	Pork	8.33	7.79	355	204	0.69
04-11-2024	Butter	5.52	7.24	382	120	1.13
04-11-2024	Tomatoes	4.57	7.68	294	212	3.11
04-11-2024	Milk	1.93	8.15	197	178	3.15
04-11-2024	Pork	6.79	7.64	197	128	2.95
05-11-2024	Butter	4.88	6.75	491	87	3.79
05-11-2024	Fish	4.99	6.59	58	195	3.43
05-11-2024	Fish	4.22	6.82	264	150	3
06-11-2024	Eggs	4.76	7.64	52	166	1.76
06-11-2024	Oranges	0.61	6.62	453	53	0.65
06-11-2024	Tomatoes	6.35	7.55	475	206	1.49
06-11-2024	Fish	7.35	7.24	328	224	1.02
07-11-2024	Potatoes	9.59	7.47	210	204	4.43
09-11-2024	Yogurt	8.99	7.91	270	291	3.3
10-11-2024	Butter	2.15	7.81	237	200	3.3
10-11-2024	Eggs	2.25	8.18	124	236	0.24
10-11-2024	Fish	7.48	7.68	149	183	1.75
10-11-2024	Butter	8.13	6.87	106	228	1
10-11-2024	Apples	3.85	7.03	398	158	1.46
10-11-2024	Beef	1.59	8.32	183	108	1.27
10-11-2024	Beef	9.02	8.15	301	77	1.41
11-11-2024	Eggs	9.74	6.96	203	299	3.74
11-11-2024	Potatoes	7.8	6.82	335	247	4.33
11-11-2024	Pork	2.57	7.21	190	113	3.6
12-11-2024	Bananas	9.83	6.84	95	260	3.57
12-11-2024	Sugar	5.94	6.97	203	70	2.03
12-11-2024	Rice	3.06	8.43	395	75	1.31
12-11-2024	Apples	1.81	8.39	175	148	2.15
12-11-2024	Potatoes	7.72	6.76	266	145	3.34
12-11-2024	Wheat	9.42	7.83	120	228	1.37
12-11-2024	Butter	8.77	7.59	332	218	1.56
12-11-2024	Rice	2.36	7.09	445	187	2.38
13-11-2024	Oranges	4.12	7.59	389	94	2.43
13-11-2024	Wheat	4.88	8.23	340	181	4.52
13-11-2024	Pork	3.81	7.11	472	135	2.64
13-11-2024	Rice	5.07	6.87	425	128	3.63
14-11-2024	Beef	9.47	7.24	110	204	4.28
14-11-2024	Eggs	5.29	8.06	259	165	0.91
14-11-2024	Bananas	0.61	6.73	112	175	3.24
14-11-2024	Butter	3.84	7.32	434	77	1.21
15-11-2024	Coffee	4.33	8.43	246	51	0.28
15-11-2024	Rice	3.95	6.65	65	192	0.66
16-11-2024	Butter	1.82	8.04	178	84	2.14
17-11-2024	Pork	1.52	6.88	66	196	3.24
17-11-2024	Fish	9.79	7.35	88	284	1.32
17-11-2024	Chicken	3.96	8.06	292	113	1.19
17-11-2024	Yogurt	4.58	7.03	311	129	0.84
18-11-2024	Yogurt	2.82	6.82	296	148	0.42
18-11-2024	Chicken	7.26	8.16	91	73	0.4
18-11-2024	Sugar	3.47	7.8	214	168	3.57
18-11-2024	Bread	1.93	7.95	250	198	4.72
18-11-2024	Beef	4.56	8	72	240	1.88
19-11-2024	Chicken	1.67	6.9	262	246	3.87
19-11-2024	Fish	1.87	7.77	139	296	4.84
19-11-2024	Yogurt	1.1	7.76	286	176	3.09
20-11-2024	Milk	7.71	8.19	83	124	2.41
20-11-2024	Beef	5.89	7.11	415	162	3.4
20-11-2024	Cheese	7.39	6.85	385	101	0.17
20-11-2024	Oranges	4.01	6.55	380	175	2.64
20-11-2024	Tea	8.42	6.79	189	70	2.27
21-11-2024	Tomatoes	4.48	6.82	282	274	3.97
21-11-2024	Beef	4.33	7.14	131	161	1.23
22-11-2024	Beef	5.15	8.03	95	83	3.11
22-11-2024	Coffee	3.97	6.88	226	202	3.31
22-11-2024	Pork	7.04	7.05	294	296	2.01
24-11-2024	Eggs	1.65	7.64	70	183	0.85
24-11-2024	Apples	7.72	8.46	463	284	3.69
24-11-2024	Fish	8.64	7.24	459	153	4.39
25-11-2024	Potatoes	4.5	6.75	137	203	1.7
25-11-2024	Potatoes	7.45	6.73	231	255	0.49
25-11-2024	Wheat	6.58	7.05	239	162	4.63
26-11-2024	Potatoes	2.97	7.49	166	211	0.96
26-11-2024	Yogurt	1.89	6.83	497	50	1.68
26-11-2024	Sugar	9.92	6.76	497	70	0.95
27-11-2024	Tomatoes	6.24	8.25	321	140	2.05
28-11-2024	Potatoes	8.69	7.53	208	241	2.08
29-11-2024	Apples	9.79	7.83	84	135	0.19
29-11-2024	Milk	2.39	7.47	52	149	3.9
29-11-2024	Cheese	2.81	6.73	313	95	2.76
29-11-2024	Tea	1.37	8.35	170	279	2.77
30-11-2024	Butter	7.47	7.34	458	125	1.52
30-11-2024	Tomatoes	7.8	7.83	304	198	1.15
30-11-2024	Milk	7.81	7.03	253	289	2.67
01-12-2024	Cheese	8.3	7.22	490	122	4.34
01-12-2024	Apples	3.06	6.6	85	74	4.75
02-12-2024	Yogurt	9.34	7.75	282	180	2.18
03-12-2024	Bananas	5.13	7.46	359	51	2.56
03-12-2024	Rice	4.68	7.43	233	172	3.22
04-12-2024	Yogurt	5.9	7.35	350	185	2.62
05-12-2024	Apples	2.76	8.37	269	161	4.83
06-12-2024	Fish	2.12	6.88	465	144	4.1
06-12-2024	Cheese	6.33	7.36	260	62	1.7
07-12-2024	Apples	4.38	7.18	343	242	2.3
08-12-2024	Yogurt	3.9	8.49	262	98	1.13
08-12-2024	Tea	3.12	7.91	282	122	0.9
08-12-2024	Wheat	6.19	6.51	183	276	1.3
08-12-2024	Milk	0.72	6.8	345	92	3.92
08-12-2024	Fish	1.79	8.39	80	114	0.53
09-12-2024	Milk	9.11	6.77	205	65	1.12
10-12-2024	Milk	9.69	7.69	470	89	4.2
10-12-2024	Fish	4.88	7.17	396	298	3.55
11-12-2024	Eggs	5.28	6.92	240	135	2.8
12-12-2024	Butter	0.87	6.68	380	275	4.6
12-12-2024	Apples	7.54	8.01	449	258	0.94
13-12-2024	Apples	8.6	6.67	121	172	3.82
14-12-2024	Bananas	4.86	6.94	204	223	2.65
14-12-2024	Oranges	5.96	7.02	258	179	0.62
14-12-2024	Eggs	3.71	6.92	283	111	1.91
14-12-2024	Apples	3.26	7.75	270	60	4.46
14-12-2024	Oranges	4.49	6.55	121	251	1.65
14-12-2024	Cheese	6.77	6.93	279	158	0.94
14-12-2024	Potatoes	0.66	7.49	276	203	1.48
15-12-2024	Sugar	6.26	6.86	412	287	2.58
15-12-2024	Yogurt	5.53	7.49	164	215	0.42
15-12-2024	Fish	1.24	7.91	237	267	3.38
16-12-2024	Rice	2.2	6.68	383	201	4.45
16-12-2024	Cheese	9.27	7.71	388	251	2.91
16-12-2024	Tomatoes	1.27	6.82	296	292	4.65
16-12-2024	Cheese	2.34	8.48	437	211	1.82
17-12-2024	Tomatoes	6.08	7.5	400	167	1.45
17-12-2024	Tea	1.87	8.21	265	112	1.13
17-12-2024	Fish	3.97	6.98	468	175	1.02
18-12-2024	Chicken	4.42	7.15	242	291	4.16
18-12-2024	Milk	8.94	8.06	63	86	4.95
19-12-2024	Bananas	5.17	8.35	252	298	3.74
19-12-2024	Coffee	3.25	7.45	118	237	1
19-12-2024	Pork	7.09	7.58	219	74	0.4
19-12-2024	Beef	4.5	7.17	381	281	0.59
19-12-2024	Apples	8.43	6.95	185	126	4.47
19-12-2024	Rice	1.29	6.83	430	256	3.22
19-12-2024	Sugar	6.98	7.74	467	71	2.31
20-12-2024	Apples	8.53	7.32	374	160	4.15
20-12-2024	Chicken	6.22	6.93	233	121	0.73
20-12-2024	Pork	3.57	7.09	65	102	2.93
21-12-2024	Wheat	6.04	8.49	467	98	1.78
21-12-2024	Coffee	8.47	7.47	310	249	4.61
22-12-2024	Butter	2.87	7.01	203	73	2.9
22-12-2024	Pork	6.31	6.72	423	300	3.18
22-12-2024	Rice	0.6	6.87	470	56	4.99
23-12-2024	Bread	1.7	7.41	106	233	3.56
24-12-2024	Sugar	8.03	6.9	388	177	2.5
24-12-2024	Wheat	7.57	7.59	358	147	0.55
24-12-2024	Bread	3.41	7.77	168	106	1.75
24-12-2024	Tea	1.25	7.75	417	109	4.43
24-12-2024	Tea	7.79	6.54	410	101	1.12
24-12-2024	Fish	6.22	7.08	132	86	2.78
24-12-2024	Bananas	2.79	7.89	315	95	4.17
25-12-2024	Bananas	5.14	7.39	495	171	2.98
25-12-2024	Fish	0.91	6.91	455	142	2
25-12-2024	Pork	5.86	7.96	54	202	0.27
26-12-2024	Beef	9.92	7.6	222	158	3.42
26-12-2024	Pork	7.64	8.03	270	259	1.46
27-12-2024	Wheat	4	7.79	266	239	4.39
27-12-2024	Oranges	6.28	8.09	167	133	3.62
28-12-2024	Tea	4.12	8.14	65	171	0.87
28-12-2024	Coffee	2.78	6.81	209	282	3.07
28-12-2024	Apples	8.1	6.9	262	144	0.99
29-12-2024	Tomatoes	4.02	7.11	422	140	4.16
29-12-2024	Bread	7.72	8.36	151	286	3.15
30-12-2024	Tea	7.94	8.4	101	104	2.59
31-12-2024	Fish	6.65	7.93	303	184	3.18
01-01-2025	Potatoes	1.08	7.45	136	196	0.35
01-01-2025	Coffee	4.01	7.25	195	138	1.82
01-01-2025	Beef	5.28	6.52	476	158	3.43
01-01-2025	Milk	4.59	8.31	114	70	0.97
02-01-2025	Cheese	6.25	6.65	404	169	2.44
02-01-2025	Milk	4.06	6.61	381	121	0.49
03-01-2025	Yogurt	7.81	7.83	307	246	4.88
03-01-2025	Apples	6.3	8.03	321	238	3.18
03-01-2025	Butter	1.28	6.58	50	260	4.62
04-01-2025	Yogurt	6.36	7.71	363	109	3.02
04-01-2025	Eggs	7.49	8.09	149	262	3.07
04-01-2025	Coffee	9.96	6.55	195	192	3.75
04-01-2025	Eggs	3.43	7.47	301	287	4.8
05-01-2025	Oranges	3.96	6.52	172	267	4.82
05-01-2025	Yogurt	1.97	8.04	177	90	2.55
05-01-2025	Rice	4.34	7.5	124	292	2.34
05-01-2025	Pork	9.42	7.34	57	178	0.37
06-01-2025	Eggs	4.17	7.58	194	56	4.57
06-01-2025	Sugar	7.42	7.16	98	292	2.08
07-01-2025	Yogurt	7.83	7.26	303	215	3.33
08-01-2025	Sugar	6.42	7.79	279	228	2.24
08-01-2025	Pork	5.62	8.31	390	113	4.03
08-01-2025	Bananas	3.59	7.32	387	182	3.43
09-01-2025	Potatoes	2.64	7.18	251	218	0.77
09-01-2025	Tomatoes	4.91	7.62	273	158	3.27
09-01-2025	Tomatoes	2.22	6.84	310	260	1.44
09-01-2025	Oranges	7.79	8.36	241	282	1.27
09-01-2025	Pork	0.72	6.56	111	103	1.01
10-01-2025	Eggs	2.21	7.15	454	97	1.85
10-01-2025	Pork	9.07	8.43	450	211	2.9
10-01-2025	Pork	4.09	8.03	320	215	0.41
10-01-2025	Tomatoes	6.47	6.74	395	278	2.61
11-01-2025	Tomatoes	0.88	8.36	169	245	4.68
12-01-2025	Butter	4.72	8.11	360	132	2.07
12-01-2025	Fish	9.91	7.17	365	207	4.47
13-01-2025	Fish	7.87	6.9	431	140	2.68
14-01-2025	Potatoes	5.8	7.65	166	283	1.37
14-01-2025	Butter	5.81	8.06	496	117	2.96
14-01-2025	Rice	9.64	7.35	310	288	3.68
14-01-2025	Rice	2.82	7.98	270	142	1.11
14-01-2025	Fish	2.9	7.25	222	173	3.42
15-01-2025	Rice	4.76	7.17	363	167	1.8
15-01-2025	Rice	8.22	8.01	100	84	3.99
16-01-2025	Rice	7.87	7.51	425	97	4.43
16-01-2025	Yogurt	6.75	7.16	72	217	3.15
16-01-2025	Potatoes	6.97	8.27	51	290	2.19
16-01-2025	Cheese	5.35	7.3	449	262	3.53
17-01-2025	Potatoes	9.04	7.47	274	193	1.54
17-01-2025	Chicken	0.51	7.42	459	175	3.42
18-01-2025	Cheese	9.85	6.67	493	298	2.57
18-01-2025	Rice	9.39	7.39	307	96	2.37
18-01-2025	Beef	8.07	8.27	122	167	1.91
19-01-2025	Eggs	5.35	7.33	287	219	3.63
19-01-2025	Rice	7.28	7.48	410	245	4.72
19-01-2025	Sugar	6.92	7.32	271	72	3.05
20-01-2025	Cheese	4.73	7.65	405	130	2.66
20-01-2025	Fish	6.37	7.64	186	287	2.81
20-01-2025	Chicken	1.54	7.94	317	115	3.48
21-01-2025	Butter	7.98	6.85	283	241	2.94
21-01-2025	Coffee	9.03	7.09	79	210	4.1
21-01-2025	Butter	5.25	7.72	108	87	2.05
22-01-2025	Eggs	8.31	6.85	257	67	3.03
22-01-2025	Bread	9.46	6.67	211	152	4.91
22-01-2025	Yogurt	9.89	7.39	499	134	0.76
22-01-2025	Butter	3.72	7.93	452	85	1.46
23-01-2025	Cheese	3.04	6.8	403	273	2.63
23-01-2025	Oranges	9.49	8.14	437	217	0.16
23-01-2025	Tea	0.61	7.99	95	131	2.98
23-01-2025	Cheese	1.08	8.19	360	250	2
24-01-2025	Yogurt	5.99	6.89	398	274	1.65
24-01-2025	Yogurt	4.51	7.6	183	147	3.28
24-01-2025	Tea	3.22	8.35	130	286	4.38
24-01-2025	Pork	9.63	7.14	414	252	4.75
24-01-2025	Wheat	1.6	7.11	333	51	3.99
24-01-2025	Wheat	2.39	8.17	220	198	1.26
25-01-2025	Oranges	1.42	7.19	232	155	1.82
25-01-2025	Fish	7.68	7.11	157	188	3.23
25-01-2025	Bread	9.29	8.45	153	256	1.62
26-01-2025	Rice	9.15	8.01	222	286	4.16
26-01-2025	Tomatoes	7.42	7.72	285	200	2.16
26-01-2025	Chicken	9.18	6.59	243	245	3.03
26-01-2025	Butter	4.19	8.35	384	235	0.34
28-01-2025	Tea	5.76	8.16	342	178	1.6
28-01-2025	Beef	6.11	6.83	101	177	1.05
28-01-2025	Yogurt	8.57	7.39	168	75	4.25
29-01-2025	Chicken	7.57	7.89	125	205	1.53
29-01-2025	Tomatoes	2.77	8.33	156	298	3.85
29-01-2025	Tea	4.21	6.89	443	298	3.32
30-01-2025	Bread	4.7	7.13	400	232	1.85
30-01-2025	Cheese	1.7	6.95	284	262	0.64
31-01-2025	Tomatoes	7.26	7.69	446	259	0.96
31-01-2025	Tea	4.15	6.95	267	204	0.14
31-01-2025	Coffee	7.69	7.74	80	85	1.94
31-01-2025	Oranges	1.63	7.07	64	164	3.06
31-01-2025	Butter	7.96	7.62	217	228	1.54
01-02-2025	Butter	3.52	7.98	233	283	3
01-02-2025	Oranges	1.33	6.71	372	240	3.05
01-02-2025	Wheat	1.23	6.75	142	122	0.31
01-02-2025	Fish	8	7.12	488	74	0.44
02-02-2025	Chicken	8.6	6.62	331	297	0.36
02-02-2025	Chicken	4.85	6.89	233	299	1.42
02-02-2025	Chicken	6.42	6.66	301	168	3.05
03-02-2025	Butter	9.21	7.13	335	186	4.75
03-02-2025	Yogurt	8.88	7.22	452	279	0.17
04-02-2025	Fish	2.81	6.84	387	229	0.54
04-02-2025	Rice	9.3	7.48	160	253	2.12
05-02-2025	Potatoes	7.81	7.88	391	247	3.87
06-02-2025	Wheat	1.33	7.27	264	101	3.25
06-02-2025	Beef	7.9	7.48	373	95	1.64
06-02-2025	Cheese	4.88	7.6	198	221	0.43
06-02-2025	Tea	9.36	7.58	81	257	0.23
07-02-2025	Eggs	8.54	8.22	87	145	3.55
08-02-2025	Yogurt	2.36	6.74	486	150	1.16
08-02-2025	Sugar	2.5	6.82	476	155	0.21
08-02-2025	Eggs	4.35	7.73	475	240	0.14
08-02-2025	Eggs	0.84	7.52	382	139	2.21
08-02-2025	Bananas	7.7	8.23	71	97	2.08
08-02-2025	Sugar	4.15	6.8	369	197	4.59
09-02-2025	Tea	7.31	6.58	87	63	0.97
09-02-2025	Chicken	5.5	6.84	67	219	1.85
09-02-2025	Sugar	1.07	6.53	160	169	4.11
09-02-2025	Wheat	3.86	6.71	215	230	2.44
09-02-2025	Fish	8.35	7.01	415	212	1.05
10-02-2025	Tomatoes	6.23	7.08	54	182	2.97
10-02-2025	Chicken	3.07	8.08	378	300	1.32
10-02-2025	Milk	5.18	7.59	318	156	3.24
11-02-2025	Beef	0.87	7.88	364	147	3.19
12-02-2025	Eggs	0.73	7.75	110	238	4.26
12-02-2025	Bananas	8.3	6.54	360	58	4.22
12-02-2025	Yogurt	4.14	7.67	416	175	0.81
13-02-2025	Chicken	2.39	8.16	198	191	2.5
14-02-2025	Eggs	9.5	7.73	218	83	3.06
15-02-2025	Pork	9.18	7.39	62	254	2.47
15-02-2025	Bananas	7.7	7.28	320	236	1.49
15-02-2025	Coffee	6.2	8.31	249	66	4.99
16-02-2025	Pork	7.29	7.63	381	260	2.61
16-02-2025	Coffee	8.87	8.48	328	60	2.65
17-02-2025	Pork	4.41	7.62	252	113	0.9
17-02-2025	Pork	7.39	6.59	57	292	0.85
18-02-2025	Cheese	2.79	6.7	77	190	4.36
18-02-2025	Coffee	6.16	7.49	154	80	2.85
19-02-2025	Sugar	9.98	7.02	264	153	2
19-02-2025	Eggs	1	7.43	293	127	2.43
19-02-2025	Tea	0.91	7.98	325	95	0.87
20-02-2025	Yogurt	3.35	8.44	153	177	3.21
20-02-2025	Pork	9.51	8.42	186	80	2.16
21-02-2025	Rice	3.22	6.81	378	58	3.06
21-02-2025	Sugar	8.45	7.04	351	148	1.57
21-02-2025	Oranges	9.27	8.46	339	229	4.67
21-02-2025	Sugar	3.14	6.83	367	65	2.27
21-02-2025	Pork	5.11	8.41	298	172	2.9
21-02-2025	Yogurt	2.25	7.29	242	292	1.4
21-02-2025	Bread	9.03	7.63	291	185	4.98
22-02-2025	Apples	4.49	8.07	305	145	2.37
22-02-2025	Pork	7.7	6.63	274	271	3.12
22-02-2025	Cheese	2.94	8.01	93	300	0.71
22-02-2025	Sugar	1.39	6.86	144	258	4.33
23-02-2025	Cheese	7.94	7.56	82	182	4.2
23-02-2025	Sugar	8.24	6.73	268	295	3.66
23-02-2025	Tomatoes	8.49	8.25	392	174	2.5
23-02-2025	Cheese	5.9	8.48	157	50	4.96
23-02-2025	Bread	2.21	8.25	459	82	1.28
23-02-2025	Yogurt	5.48	6.53	402	146	1.74
24-02-2025	Pork	8.72	7.35	103	102	2.73
24-02-2025	Butter	5.25	6.84	149	218	3.72
24-02-2025	Eggs	7.01	8.36	157	196	3.39
24-02-2025	Oranges	1.76	6.94	107	197	0.11
25-02-2025	Yogurt	3.08	7.43	54	67	2
26-02-2025	Tomatoes	7.59	7.26	270	269	1.11
26-02-2025	Potatoes	0.59	7.53	129	218	0.72
26-02-2025	Apples	1.64	8.12	452	263	3.23
27-02-2025	Coffee	6.46	6.6	238	106	3.22
28-02-2025	Coffee	6.17	7.57	227	175	3.38
01-03-2025	Yogurt	1.99	8.09	363	281	0.93
02-03-2025	Coffee	2.5	7.51	460	131	4.43
02-03-2025	Eggs	1.9	8.5	114	88	3.64
03-03-2025	Yogurt	5.96	6.68	271	124	3.95
03-03-2025	Beef	9.47	7.63	138	182	4.35
04-03-2025	Rice	0.96	6.73	277	147	0.71
04-03-2025	Tomatoes	0.73	7.76	402	113	0.27
04-03-2025	Fish	6.31	6.69	178	252	3.03
04-03-2025	Wheat	7.63	8.05	171	172	2.72
05-03-2025	Chicken	9.18	8.3	263	300	0.32
06-03-2025	Milk	5.47	7.72	175	170	3.19
06-03-2025	Oranges	2.26	8.24	370	168	3.55
06-03-2025	Sugar	7.75	6.8	486	286	3.32
06-03-2025	Oranges	5.03	8.24	69	124	0.89
07-03-2025	Chicken	5.07	6.9	252	216	2.9
07-03-2025	Yogurt	9.3	8.24	469	123	0.17
07-03-2025	Rice	7.11	7.35	77	229	0.62
08-03-2025	Tomatoes	9.61	7.5	211	242	2.01
08-03-2025	Rice	4.01	7.06	342	159	3.69
09-03-2025	Potatoes	4.22	7.9	104	168	2.14
09-03-2025	Cheese	4.92	6.74	392	207	1.46
09-03-2025	Tea	6.97	7.01	169	59	4.07
10-03-2025	Potatoes	1.92	8.42	137	292	2.88
10-03-2025	Fish	1.29	7.88	114	118	1.44
10-03-2025	Yogurt	5.1	7.04	315	236	3.24
11-03-2025	Yogurt	6.26	7.14	246	157	4.9
11-03-2025	Yogurt	3.76	6.87	267	103	2.15
11-03-2025	Pork	1.32	8.04	125	171	2.17
11-03-2025	Tea	2.63	8.45	253	247	1.24
11-03-2025	Eggs	8.72	7.01	320	81	4.46
11-03-2025	Fish	3.3	6.78	270	153	2.86
12-03-2025	Milk	3.16	7.81	202	247	0.27
13-03-2025	Rice	4.31	7.76	210	197	0.5
13-03-2025	Pork	9.56	7.2	332	216	1.54
13-03-2025	Cheese	2.07	7.44	315	230	0.53
14-03-2025	Sugar	9.08	6.6	246	63	0.52
14-03-2025	Tea	9.46	8.21	374	165	3.23
14-03-2025	Eggs	4.72	7.36	184	72	4.34
14-03-2025	Bread	5.59	7.28	489	153	2.52
15-03-2025	Yogurt	4.39	6.97	252	136	2.75
15-03-2025	Fish	7.5	7.57	488	78	2.84
15-03-2025	Milk	1.35	6.65	474	78	2.97
16-03-2025	Pork	3.72	7.69	256	81	1.24
16-03-2025	Coffee	3.99	7.5	189	147	0.22
16-03-2025	Milk	3.26	6.56	231	113	4.08
17-03-2025	Sugar	7.83	7.41	99	221	4.3
17-03-2025	Apples	5.07	7.54	374	212	2.19
17-03-2025	Bananas	9.71	8.41	301	126	1.08
18-03-2025	Coffee	8.08	7.69	457	51	2.79
18-03-2025	Butter	6.14	7.55	498	230	3.96
18-03-2025	Potatoes	3.88	7.46	367	163	1.01
18-03-2025	Milk	7.32	6.68	271	252	3.46
19-03-2025	Bread	1.54	7.41	499	60	4.4
19-03-2025	Chicken	5.24	8.45	193	241	1.87
19-03-2025	Cheese	0.67	7.29	56	93	3.31
19-03-2025	Bananas	3.58	8.39	331	117	3.64
19-03-2025	Butter	9.57	7.24	236	54	1.58
19-03-2025	Oranges	8.6	6.79	224	186	1.83
20-03-2025	Wheat	3.08	6.67	499	110	1.92
20-03-2025	Oranges	3.56	6.7	300	75	3.49
20-03-2025	Beef	3.92	8.41	434	127	2.53
21-03-2025	Apples	8.84	7.43	233	248	1.6
21-03-2025	Cheese	2.76	6.58	125	291	4.43
22-03-2025	Chicken	6.64	6.5	293	51	4.52
22-03-2025	Pork	2.83	6.85	177	127	1.5
22-03-2025	Beef	5.98	7.38	297	124	4.5
23-03-2025	Bananas	8.94	7.28	263	291	4.97
23-03-2025	Apples	9.17	8.03	333	66	3.31
23-03-2025	Potatoes	5.46	7.73	240	194	3.29
23-03-2025	Wheat	1.32	7.23	251	128	0.53
24-03-2025	Tea	9.69	6.9	491	250	2.46
24-03-2025	Pork	5.18	6.98	270	104	3.1
25-03-2025	Cheese	8.17	6.58	64	206	4.48
25-03-2025	Eggs	1.29	7.39	61	237	4.2
26-03-2025	Pork	2.28	7.14	166	91	2.03
26-03-2025	Wheat	7.11	8.21	200	83	2.65
27-03-2025	Bread	1.96	7.18	297	237	4.38
27-03-2025	Coffee	2.6	8.25	324	102	3.92
27-03-2025	Milk	8.89	8.18	135	292	3.21
28-03-2025	Tomatoes	2.53	7.52	209	183	1.77
28-03-2025	Chicken	0.9	7.32	500	188	4.27
28-03-2025	Milk	3.66	6.56	496	300	4.64
28-03-2025	Oranges	6.22	6.83	301	172	2.85
29-03-2025	Fish	3.26	6.82	241	134	2.13
31-03-2025	Oranges	6.37	6.94	232	73	1.7
01-04-2025	Bread	1.85	6.87	365	263	1.34
01-04-2025	Apples	4.08	7.93	426	235	1.97
01-04-2025	Bananas	1.15	8.24	197	69	2.72
01-04-2025	Rice	3.61	8.15	297	193	0.82
02-04-2025	Sugar	5.65	6.85	69	73	0.38
